Feats	FeatsGroup	1	2	3	4	5	6	7	8	9	10	11	12
aux_form_dist_Fin	VerbInflection	0.0278212686378373	-0.00881422239393337	0.00221390590025594	-0.0103555447407689	-0.0387567078613338	-0.0211695299447622	-0.0112699148720346	-0.0371973139448859	-0.00763856224571276	-0.00325232590990317	-0.0288082655789096	0.00434290953884693
aux_mood_dist_Ind	VerbInflection	0.00657943076191771	0.00341592457392504	0.0332509710459279	0.0170569776511022	-0.0162819761331353	-0.0142635357927236	0.00149654590453876	0.00390682673094739	-0.0160874321265824	-0.0389261441747795	-0.0300448790537874	-0.00369169903520885
aux_num_pers_dist_Sing+3	VerbInflection	0.00186186230638203	-0.028776122846231	-0.0115712753827739	-0.00305637147599736	0.000334616395969483	0.00517436637883449	-0.00189393006039761	-0.00912776288476223	0.00569816530286025	-0.00170016463124627	0.0144556782263838	-0.00396659583261203
aux_tense_dist_Pres	VerbInflection	0.0163911211618424	-0.00872966192914812	-0.0237984210164178	-0.0220615364852153	-0.0367722970950234	-0.022550457152448	-0.012182000838796	-0.0161929173876953	-0.0165126005503897	-0.0120323595606989	-0.0437251051365119	0.0059117730856371
avg_links_len	TreeStructure	0.00615797402435736	-0.0240017568905917	-0.00338054974430931	0.00548355589270593	0.0181169255475723	0.00546439536760654	0.0100076319032273	-0.0129173282237949	-0.0246775039386898	-0.00355102773472517	-0.0130784436627254	-0.0037041373944051
avg_max_depth	TreeStructure	-0.00301698443254736	0.00576169410818188	0.0058954266090568	-0.00918477418192829	-0.0134864233271108	0.0292127790545665	0.0272299616605468	-0.00833047998421302	-0.00362928292784666	-0.0176687633637193	-0.0243700846727544	-0.0242838900063375
avg_max_links_len	TreeStructure	-0.0160312363680337	-0.030951850768803	-0.0251005682152631	0.00202910766580926	0.0275117008553798	-0.00161543517251527	-0.0142368583499535	-0.0259984096026529	-0.0299324500950648	-0.0210941840632979	-0.000147767074400141	-0.0249381852490998
avg_prepositional_chain_len	TreeStructure	-0.00119282870164694	0.00929274370535681	0.00876948359096911	0.00853403499632635	0.00854323941120088	-0.00344571994363642	-0.00286664017619076	-0.0357017738997324	-0.030143145671212	-0.030028236475607	-0.00541483512856419	-0.0191713184631677
avg_subordinate_chain_len	Subord	0.00232870469381108	0.0100480614063867	-0.00911796800828273	-0.00930213920049209	-0.00846219379318685	0.00400805725978354	0.0197200018301733	-0.00288050251878873	-0.0272971932985723	-0.0376756509205183	-0.0133294496175787	0.011015361260393
avg_token_per_clause	TreeStructure	-0.0193679479649901	-0.00828829467830169	-0.0181614572073797	0.00130494266103153	-0.00273318346319494	0.00698632919696043	-0.0106785250060376	-0.0151938295481423	-0.04179151499801	-0.0271249952525447	-0.0383960337750099	-0.0152774933259712
avg_verb_edges	VerbPredicate	-0.0265932355474626	-0.0234844352131906	-0.0117828109877085	-0.0187111961228306	0.00585530558784672	0.0118524240339679	-0.0010535149126693	-0.00850289634910253	0.019807064816801	0.0223425135571858	0.00317098586335358	-0.0100685972224102
dep_dist_advcl	SyntacticDep	-0.012820259740015	0.0087533060833427	0.0208476760186689	0.0279361800822705	0.0495597551823112	0.042715055797724	0.0113343500531705	-0.00468480577600086	-0.0101992553560425	-0.00314490936186406	0.0208606570175632	0.0227922813771255
dep_dist_advmod	SyntacticDep	0.0168913411513107	-0.0126789958295301	-0.00242996959262002	0.0308756048287275	0.0324396464448303	0.0104370982501787	0.0028802433556714	0.0117385538269251	0.0385051204541115	-0.0116034692452103	0.000633118079593077	0.0128202696687759
dep_dist_amod	SyntacticDep	-0.000932923465644019	0.0206386185166575	0.0374633903980602	0.011101823049136	0.0185365070005794	0.0165772608596517	-0.00700124863622982	0.0171260032125997	0.0193101671907709	-0.000153025564787146	-0.019516973420604	-0.0100923744453451
dep_dist_aux	SyntacticDep	0.0166843748605804	0.0101529833845355	0.0293228505736389	0.023450992440463	0.0365166883596452	0.0485542005623619	0.0239731181901372	0.0145793815426923	0.0445198207497868	0.0263285641531192	-0.0180404279684489	0.00513884553726997
dep_dist_case	SyntacticDep	-0.0161541582277871	-0.0107836607587395	0.00978047127862728	0.0230284938194292	0.0191813332813266	-0.00050855606258262	0.0222514632091801	-0.0151160623346947	-0.0321630188814499	-0.00993998807569141	-0.00232346146454689	0.00364711295150023
dep_dist_cc	SyntacticDep	-0.0230863142692421	-0.0197866746388367	0.0182414678346382	0.0273623427466249	0.0297924457739593	0.0319441229761882	0.0252260293458952	0.000362642338557042	0.00869576735418009	0.00196049624661306	-0.0163355254573881	0.0117642241153749
dep_dist_conj	SyntacticDep	-0.0431215350087132	0.00941634766453342	-0.00246254135127829	0.00128961138902066	0.00821057850334891	0.00925170653017868	-0.00105064084843539	-0.0218519543029013	-0.00938162962352767	-0.00779074161674425	-0.0191569337146766	0.0195536318330669
dep_dist_cop	SyntacticDep	0.00947912511477538	0.0154579355252568	0.0110153826467325	-0.012622151486641	0.0121586722069241	0.0106603887707605	0.0100588865350914	0.0134882003354136	-0.0178574571993194	-0.0101969092432096	0.00437675692541109	-0.0374700845704671
dep_dist_det	SyntacticDep	-0.0020196980402422	0.00856906273832571	0.0141191139761566	0.0102225789346705	0.0227495996950733	0.0201991328976201	0.00284399177598139	-0.00479756250117256	0.0072773473230022	0.0113899824098183	-0.00462703825935621	0.00871434643880365
dep_dist_mark	SyntacticDep	-0.0188206672841438	0.00319418382187062	0.00455902732095236	0.00199315361072	-0.000751578919377844	0.0169669226776238	0.0216644222691797	-0.00370532563107454	-0.0186888889137742	-0.0140484276005212	0.0171800613431603	0.00986900720819833
