Feats	FeatsGroup	1	2	3	4	5	6	7	8	9	10	11	12
aux_form_dist_Fin	VerbInflection	0.0122840015954428	-0.00921420494200213	0.00972668612632977	0.000160514897375223	-0.00618430818099024	0.00574533323720454	-0.0037953607891906	0.0032124131876719	0.00828465227856272	-0.0134933230568554	0.0142015830452998	-0.0102687087503997
aux_mood_dist_Ind	VerbInflection	-0.0263933375513714	0.0044345060327893	0.0102811739652921	-0.00119129002587976	0.000790933494485026	-0.00517532958598305	0.00918311559507476	-0.0101888702837549	-0.0271775040297805	-0.0327466799135808	-0.0236174530996338	-0.0150539271802362
aux_num_pers_dist_Sing+3	VerbInflection	-0.0273265921854727	-0.0423155970909309	-0.0485044754448315	-0.0348420243813446	-0.0235768848777718	-0.0201689509058669	-0.00323986143050976	-0.00142862882459697	0.0280301450773309	-0.00336753245264848	0.0109575909651456	-0.0073291633885865
aux_tense_dist_Pres	VerbInflection	-0.00615029880055072	0.0150687709180722	0.0104345731446301	-0.00406438555308255	0.0268114782737414	-0.0209233183127541	-0.0291068613107528	0.00725839924527552	0.0138311445979434	0.00795961837130705	0.0108755515931318	-0.00748228614359556
avg_links_len	TreeStructure	-0.0245888482234892	-0.0113341314204974	0.00019826916936776	-0.0185486468672096	0.000117060766917085	0.00369018525752654	-0.0187173341487494	-0.0102517550355379	0.00688062877986847	-0.00849997114325438	0.0345821597119806	0.0286828192676282
avg_max_depth	TreeStructure	0.00275799605052998	0.0027817791321752	-0.0282275012157123	-0.00604422284877271	-0.0103727997439154	-0.0125144519274115	0.0228681295504981	0.00719627671917075	0.00689797146753617	0.0156889373932554	-0.0329091721391256	-0.00599423711300326
avg_max_links_len	TreeStructure	-0.0127077542140107	0.0065528324631236	0.0207507838713792	0.000647512591038042	-0.000524128641331982	-0.0077778715179174	0.0123300083705877	-0.00979426546917299	-0.0465328128656706	-0.0215991417332	-0.0128952819635579	0.00159604759083029
avg_prepositional_chain_len	TreeStructure	0.0339000869053889	0.0307507979784106	0.00200712116739243	-0.0125531429345117	0.0111888277561328	0.0288703966139104	0.0334749550603185	0.028749721943635	0.0329463345273652	0.0132393982499031	0.0110808906278057	0.0106847714654038
avg_subordinate_chain_len	Subord	0.00609855058853923	-0.00597653332465539	-0.0316787795955389	-0.0218024367084301	-0.0152701392936772	-0.0203765262066771	-0.0336058998681068	-0.00884545425672126	-0.00831413087379505	-0.0195065768428929	0.0014246553396084	0.00727219027395047
avg_token_per_clause	TreeStructure	0.0142922481732208	-0.019901708966183	-0.00686570524032256	-0.02389637591456	-0.0505884343259904	-0.0220720548406559	-0.0239502673458091	-0.016203874747707	0.0104104348263602	-0.0119082507784345	0.000619791279511637	-0.0192366593952746
avg_verb_edges	VerbPredicate	0.0137464769483895	-0.0151266867733401	-0.0204752484152468	-0.0260372272620668	-0.0104714632054417	-0.0163791201994816	-0.00493311091209688	-0.00360759434328182	-0.0277976679610237	0.00474679702896148	-0.0457452177322271	-0.00794729753341578
dep_dist_advcl	SyntacticDep	-0.0176024313616357	-0.00744064500553506	0.0027807375853171	0.0151079783535239	0.0258901904770102	0.02897707204518	0.00648033611759365	0.0226774517966564	0.00859234529964663	-0.00780940226128942	0.0020198332743496	0.00675172937241977
dep_dist_advmod	SyntacticDep	0.0300847207784791	0.0402105356868591	0.0192506638628437	0.014682165673683	0.00634860375509237	-0.00171549034333602	0.00774896506015892	0.0108062048282155	-0.0104268472438492	0.0198945602186764	0.015898184489109	0.0343206553952935
dep_dist_amod	SyntacticDep	0.0364846604577824	0.0124784928789268	-0.0145918508723049	-0.0150196799857576	-0.0030921238162563	-0.00606266537104469	0.00451293362107237	0.0162066254643397	0.0223830372969348	0.0201498429862062	-0.004513691360109	-0.023601361194028
dep_dist_aux	SyntacticDep	0.00628449022960573	-0.00243196556619579	0.0173525382567425	-0.00745445178953495	-0.0149974222382037	-0.0161650356196742	-0.0202862908528396	0.0139862690908989	0.00667853541234241	-0.0143232214752021	-0.0264200705873958	-0.0282753347951569
dep_dist_case	SyntacticDep	0.0152039619268958	0.00590690603719418	-0.00427224021050776	0.0115808758282306	0.00461310680298704	0.0225436185012938	0.0274957441783447	0.0151024706678528	0.00508701578082771	0.00414803352215278	-0.00863364172853366	0.00544705907229767
dep_dist_cc	SyntacticDep	-0.00105878155481031	0.00172777871689689	0.00545087620517493	-0.017751122738366	-0.00449342842701483	-0.0238578231731913	-0.00207886083361648	-0.000655854044665012	-0.00844378752553005	-0.0413318697184868	-0.0190292828729263	0.0218317608236482
dep_dist_conj	SyntacticDep	0.0353307044324777	0.0171496384002657	0.00741020600702918	0.0224308608800634	0.0131066206315628	0.00290601690731449	-0.00681206667223162	0.016504370518921	0.0273446986535787	0.0232561748524667	-0.0185257493688214	-0.00769506864867656
dep_dist_cop	SyntacticDep	-0.0156139144028523	-0.0156021419983768	-0.0102499506977883	-0.0343178334965012	-0.0298095521816482	-0.0514572817357422	-0.0620282318844804	-0.0299730168208695	0.000200997383437898	-0.025234270902491	-0.00522181357780495	-0.010554593792621
dep_dist_det	SyntacticDep	0.0064267424485219	0.0324928526769192	0.028365339966368	0.0203794354303222	0.00362522684414068	0.000155216411019872	0.00521556885368884	0.00244252664786023	-0.00196535970954571	-0.0055876003903772	0.0263592896309138	0.00882841752597103
dep_dist_mark	SyntacticDep	-0.0304723953358311	-0.0379237553728789	-0.0537974470136587	-0.0249358042471257	-0.0305935312201812	-0.0407259974537337	-0.02970261964844	-0.0163159055399248	-0.0194267372811474	-0.025891537627649	-0.0429303081263357	-0.0381955981497182
