Feats	FeatsGroup	1	2	3	4	5	6	7	8	9	10	11	12
aux_form_dist_Fin	VerbInflection	0.00625284448438683	-0.00180497237705927	0.030048018405919	0.014068606425175	0.0226713366644707	0.000837275339964772	-0.0135206212338234	-0.0021291814571978	0.000539411636519564	0.0352393704296975	0.00905970792481018	0.0128424828502488
aux_mood_dist_Ind	VerbInflection	-0.000471923521069727	0.00367932678482723	0.0350311879963213	0.0173892560534317	0.0211525627717943	-0.00170517305235767	-0.0165210656573963	-0.00633811838078293	-0.00081331554106169	0.0297937698216291	0.0123646812011035	0.0166748871979512
aux_num_pers_dist_Sing+3	VerbInflection	0.0168990617016004	0.00112368463701879	0.01999142394033	-0.00109584596797323	0.0293111946670139	0.00701957271734442	-0.0147123147641916	-0.00330192370358128	-0.00526410074924658	0.00273643059018178	0.000965423941080245	0.00624175659614021
aux_tense_dist_Pres	VerbInflection	0.0205810725563044	0.00868622011166202	0.032254928868676	0.0205658687564061	0.0261766843128628	0.0164160933907623	0.00698506952126153	-0.0156067055715945	-0.000875765465384078	0.0169294635070778	0.0115816438516874	0.012226474482387
avg_links_len	TreeStructure	-0.0241597869756262	0.0051482364624365	-0.00572680016580214	0.00163599122804527	0.0188575359984008	0.00100524622629984	0.0220661119326269	0.00493057842982064	-0.039204746564795	-0.0281589737544123	-0.0238565707595806	-0.00780765273121773
avg_max_depth	TreeStructure	0.0174924778929189	0.0119315450604178	0.0276727524082494	0.0379523518978584	0.0431968331515599	0.0160655568715887	0.020451560580345	0.0106367117485742	0.00777678958210579	-0.0111629167415804	0.0221670269343603	-0.00483033314118569
avg_max_links_len	TreeStructure	-0.00383242569610975	0.00378595990001929	-0.00687533332566612	0.00176188270394778	0.0119910019045916	-0.000294412511966828	0.0277568648203895	0.0128107271400141	-0.0381757979903922	-0.0350428288330543	-0.0140198633897623	0.00994905001597713
avg_prepositional_chain_len	TreeStructure	0.00565771666724361	-0.00742047594947541	-0.00878896952636539	0.0174124275918454	0.02081096440826	-0.00525941653924585	0.00208542428024824	-0.0138722953162495	-0.0213489715484467	0.0162812823047429	-0.0111283440342107	-0.00189399183819739
avg_subordinate_chain_len	Subord	0.0102837549740468	-0.00289999944092143	-0.00635745504900399	0.00553611649988692	-0.000439104913776296	0.00499765077249082	-0.0109077291065697	0.00549611758503416	-0.00219194502470152	-0.00937504565063978	0.0184131016457255	0.00811682582161821
avg_token_per_clause	TreeStructure	-0.0212182731806094	-0.0194955846934965	0.0296986382355451	-0.0198323986692226	-0.00799067471874751	0.00197480956462535	-0.00997095458938991	0.0128959406843988	-0.00054306063595234	0.00532336274937327	-0.00855542090028167	-0.00880492990793077
avg_verb_edges	VerbPredicate	-0.0093735104371343	0.0158027438505824	0.0164402997926638	0.0123030445206169	0.00432054174247306	-0.00362765559601163	-0.00836427613334264	-0.00179594873289442	-0.00773448678303419	-0.00205164939505798	0.0071916383216974	0.0285291832938719
dep_dist_advcl	SyntacticDep	0.0346557238684704	0.0144949804712965	0.012029935537626	0.0156501604020174	0.00263212838434247	0.0095661860490823	0.0177402057566184	0.000791271613705296	0.0338174548511372	0.0237410166511953	0.0101417015858255	-0.0066935782887638
dep_dist_advmod	SyntacticDep	-1.53283193627986E-05	-0.0303196479909257	-0.0210050161911758	-0.0180633442886165	0.00803374659956102	0.0254125712652863	0.0149779793532034	-0.0131169745692835	-0.0172714272660042	-0.00633525515119279	-0.00553679733318142	-0.00333280880021013
dep_dist_amod	SyntacticDep	0.00433117736626247	0.00104905666207003	0.0100494121621655	0.00539970023248366	-0.00120709883530361	-0.00591873313865868	-0.00670181218406803	-0.0171266632656147	0.0038032729976628	-0.00878153696929475	0.00482536778793042	0.0106460673775967
dep_dist_aux	SyntacticDep	0.030713889834436	0.0376812336964504	0.0397336469492809	0.0188097735188637	0.0281450476537753	0.0141988997933699	0.0279916473711587	0.00722393255847177	-0.0112795374274045	0.00682802271828051	-0.0294860000783843	0.000701431881742163
dep_dist_case	SyntacticDep	-0.0061890693093352	-0.0117867758857408	-0.0359748104520491	-0.0181031043553077	-0.000884869445523315	0.00539159089812033	-0.0121244651487093	0.000345369001216659	0.0302510744605485	0.00427566847465587	-0.0118672541550026	-0.00278194887280957
dep_dist_cc	SyntacticDep	-0.000999791704053059	-0.00647159842765105	0.00286986048078221	0.00215037832007502	-0.0330740134908871	-0.00971469042987227	0.0076473987321475	-0.00670665783943253	0.00578715106900907	0.00273523631430073	0.0263134805410519	0.0359865757526454
dep_dist_conj	SyntacticDep	0.0185525427080251	0.000888353201667348	-0.00671307567723869	0.00627222934631521	-0.0133345776194008	-0.0121655688715406	0.0232656640835535	0.00340854119360294	-0.0147740740892972	0.0323389670331382	-0.000918392448457771	0.0161259885024234
dep_dist_cop	SyntacticDep	0.0176638242035518	-0.00200144739510375	0.00895994456831676	0.00900077094753591	0.00368696715729475	-0.00303470389773256	-0.0178962079159419	-0.0143815224594217	0.00845251169944235	-0.000320211932173638	0.0041646658623493	-0.0282526938090737
dep_dist_det	SyntacticDep	-0.0108935877120931	-0.00984148472517656	-0.00525995328555355	0.0305745115852892	0.046558354366768	0.0117559941067018	0.00997453791182639	-2.02758970443524E-05	-0.0206817505797117	-0.0234832826251943	-0.00594873564730507	0.000711646946788114
dep_dist_mark	SyntacticDep	-0.000911030518035455	-0.0145590973673178	-0.00664590935042225	0.000906927180731012	0.0164040789603099	0.000997585159015519	-0.0206893960201758	-0.00560956752988709	-0.011756320679435	-0.00518476208981034	-0.015132669675584	-0.016503282219358
