Feat_group	feats	1	2	3	4	5	6	7	8	9	10	11	12
VerbInflection	aux_form_dist_Fin	-0.012073461492192	-0.012550468534762	-0.00528494059466	-0.001600380323296	7.26553698049335E-05	-0.013203372902858	-0.00322858437108	0.005107580545715	0.003679091710504	-0.000729624636317	0.002725514750085	0.010286503475218
VerbInflection	aux_mood_dist_Ind	0.003227088673688	0.006802978785845	-0.005321334448078	-0.008815124966078	-0.005637695190982	-0.007385571678333	0.001847022452771	-0.004144461804944	0.008534196354141	0.000903126337558	-0.001234059425301	0.000609873031827
VerbInflection	aux_num_pers_dist_Sing+3	0.015993249456227	0.014749120853388	-0.000286234489754	-0.001038587857486	0.010608058994022	-0.011122180201158	-0.006863868565855	-0.001701226975749	-0.01264036136074	-0.009649582303732	-0.013101881359145	-0.011479780817009
VerbInflection	aux_tense_dist_Pres	-0.003553823879427	0.001128220891806	0.008072192938503	0.001184388075862	-0.011413145092836	-0.003581830462539	-0.007624186832434	-0.000628878179659	-0.000597799926541	-0.014903224234381	-0.01903975197451	-0.00952275658477
TreeStructure	avg_links_len	0.141800094806357	0.143004452772629	0.150988354875371	0.144583343836374	0.148847082075772	0.14663827716521	0.14660528784695	0.149116266432841	0.150801024059016	0.139911958681176	0.140041687287767	0.131065649137474
TreeStructure	avg_max_depth	0.277632103030835	0.281592222365428	0.272510195110413	0.270785573801585	0.27250952500563	0.275345083749257	0.279695998147446	0.275383405765801	0.273149692991588	0.265020538488122	0.257562037809034	0.247776557775118
TreeStructure	avg_max_links_len	0.439227957452591	0.4413454558798	0.438679994759807	0.438179842204682	0.440347957563208	0.441232078562682	0.438438985191842	0.434873004089037	0.432444836789547	0.433302620748736	0.422195737543112	0.413415458696646
TreeStructure	avg_prepositional_chain_len	0.075027312831738	0.076485441622191	0.071369418980458	0.072934486057552	0.076710835202178	0.085339552401111	0.078126560255537	0.079493743542419	0.055027307582724	0.058656878408976	0.05153121330333	0.066417331537342
Subord	avg_subordinate_chain_len	0.176087764917517	0.168662298458507	0.170678194285101	0.168896161277172	0.170117915980637	0.171455361683467	0.170428055991204	0.172083032172462	0.182066721706194	0.170776130580817	0.156398138732132	0.16134174175742
TreeStructure	avg_token_per_clause	0.315091556891717	0.311022865695337	0.310600599404633	0.30719607294397	0.303402328606753	0.307181260818788	0.309042151708246	0.304431272725683	0.30461006039706	0.302040323265198	0.294492786269637	0.28501052711
VerbPredicate	avg_verb_edges	-0.005870872474389	-4.42265393531105E-05	-0.007288371132557	0.001191600953914	-0.006025304004563	-0.007490896937715	-0.010617246267346	-0.016759769383048	-0.000232557878346	0.005156941046499	0.010911709396284	-0.014264010547269
SyntacticDep	dep_dist_advcl	0.161333722341469	0.163006347870844	0.161249467705041	0.161038516126625	0.161296564391634	0.164233541323899	0.159196265999909	0.166185124982515	0.170837672123768	0.165140694788717	0.160537476643452	0.150994850940129
SyntacticDep	dep_dist_advmod	0.084749921592367	0.087294623254845	0.087976372702379	0.085306603944611	0.078954408228424	0.076577788976013	0.072503190807115	0.077620703704697	0.088992299346454	0.077628682204751	0.075214243579119	0.06591933550166
SyntacticDep	dep_dist_amod	0.040066813510676	0.051575786069251	0.040451205884992	0.042273783848989	0.034921950067648	0.035590005896537	0.038311051017469	0.043667654620093	0.035336259721818	0.033514163626943	0.032731178621993	0.037582806620598
SyntacticDep	dep_dist_aux	0.165575717881738	0.159700637419786	0.156189017078227	0.153362829040929	0.152990303133685	0.163912279096065	0.168233640452929	0.164919022043682	0.160594802584125	0.155853069742033	0.153501199927466	0.14389089138919
SyntacticDep	dep_dist_case	0.019976952185662	0.011371216488609	0.013701809754659	0.008009101834372	0.011900785013311	-0.007248204474396	0.008156935421011	0.017746667378775	0.020408833314896	0.027047782612729	0.021087014338579	0.01545048423034
SyntacticDep	dep_dist_cc	0.188606667757077	0.177337701344196	0.178061347134508	0.174844833748583	0.185377315269201	0.183198043731138	0.182770968345324	0.182005102658747	0.185005795071223	0.177734059714564	0.163927589965898	0.157665201124856
SyntacticDep	dep_dist_conj	0.191781507216203	0.190650923103136	0.196797413450124	0.191910042781739	0.191238030928862	0.195682268461051	0.197767683264353	0.190573728908892	0.183497237453775	0.178683164085527	0.167480788505673	0.160135647416583
SyntacticDep	dep_dist_cop	0.203121909368056	0.203523993389656	0.205103836079359	0.208002453072195	0.205819901770886	0.202470053573711	0.201507500631534	0.209942718380279	0.209055470811056	0.210726271894713	0.204937379970674	0.187136066189046
SyntacticDep	dep_dist_det	0.118264149529421	0.118854927974241	0.126141619974794	0.120727998399427	0.120565218499632	0.126162663402622	0.131620090053047	0.128900153664224	0.120630889063217	0.122264836878595	0.116653723791243	0.109622034979349
SyntacticDep	dep_dist_mark	0.01918867041888	0.024494149833599	0.021578029583311	0.022357838755732	0.019337129511036	0.022711663077404	0.007774467109372	0.013349622689461	0.027743518969784	0.027460405077821	0.028546999549398	0.019404816917012
SyntacticDep	dep_dist_nmod	0.13120043242262	0.128490972514123	0.133537669867734	0.128093181462852	0.131539071124783	0.134312530988426	0.128128561703488	0.129002475498255	0.129308278808594	0.128149238640017	0.121304695975964	0.127398554745631
SyntacticDep	dep_dist_nsubj	0.057123687345995	0.048310856105716	0.05602495448861	0.064106327658946	0.052755017023619	0.049996905058558	0.051068693526945	0.062955359150425	0.066018856417669	0.06676639743149	0.056296496795334	0.048279979086506
